,velocity (m/d),rms_velocity,z_vel (m/d),time_mean,x_mean,y_mean,z_mean,time_median,x_median,y_median,z_median,x_std,y_std,z_std,n
609,0.013443430215404267,,-0.00016184947406038965,2019-07-16 11:59:52.500,407735.88736869016,-1274945.4192737984,86.24840042013889,2019-07-16 11:59:52.500,407735.8871998789,-1274945.419333442,86.2487,0.044894713226416014,0.037169982374780884,0.02906580585633422,86400
610,0.013405628951290395,,-2.1922622511289767e-05,2019-07-17 11:59:52.500,407735.8772406409,-1274945.4276290755,86.24904417476851,2019-07-17 11:59:52.500,407735.8776267832,-1274945.4280934136,86.2493,0.04490415525038434,0.03691244825857153,0.029130113683997254,86400
611,0.013410807438911066,,6.856954824521741e-05,2019-07-18 11:59:52.500,407735.86704500887,-1274945.4360353644,86.24939691666667,2019-07-18 11:59:52.500,407735.8687062778,-1274945.4377126337,86.2496,0.04516064451383917,0.036617050631419984,0.02905272852827252,86400
612,0.013438094687043862,,0.0001332401224940642,2019-07-19 11:59:52.500,407735.8566544999,-1274945.4444168299,86.25008110763889,2019-07-19 11:59:52.500,407735.85807357717,-1274945.4462837905,86.2504,0.045296508243834945,0.036638502796319805,0.029211366792866705,86400
613,0.013446489040422617,,0.0003467125602530717,2019-07-20 11:59:52.500,407735.8462928117,-1274945.4526898765,86.25063762268519,2019-07-20 11:59:52.500,407735.8465270527,-1274945.4535779909,86.2511,0.04537018855740001,0.03660544688995319,0.02933039442421216,86400
614,0.01346048079613558,,0.0004382271654018614,2019-07-21 11:59:52.500,407735.8358490618,-1274945.4610880497,86.25149505208334,2019-07-21 11:59:52.500,407735.83709490317,-1274945.460330869,86.2521,0.04546196942357189,0.036584363537722556,0.029316389348454184,86400
615,0.013469985549319073,,0.0005755108372470288,2019-07-22 11:59:52.500,407735.82552457403,-1274945.4695397522,86.2523443912037,2019-07-22 11:59:52.500,407735.8262708135,-1274945.4675980867,86.2531,0.04553486642095364,0.036563385514111146,0.02948278579707521,86400
616,0.013522916262146878,,0.0006179801315610586,2019-07-23 11:59:52.500,407735.8151061065,-1274945.4780430691,86.25329688541666,2019-07-23 11:59:52.500,407735.8138170676,-1274945.4771309388,86.2542,0.04572106457544428,0.03668682310819252,0.029498214343293555,86400
617,0.0135828226318971,,0.0007773167865839063,2019-07-24 11:59:52.500,407735.80466954847,-1274945.486464417,86.25410896990742,2019-07-24 11:59:52.500,407735.80393944186,-1274945.4862869824,86.2552,0.04600247622773855,0.03673839150282141,0.02960882664244927,86400
618,0.013613764377509531,,0.0010146239316720712,2019-07-25 11:59:52.500,407735.7942581947,-1274945.4948927746,86.25490363078703,2019-07-25 11:59:52.500,407735.7941181472,-1274945.4943390489,86.2562,0.04607991638071875,0.03685107701054298,0.029647781854256334,86400
